,velocity1,velocity2,velocity3,velocity4,avg_velocity,weight,dhweight,horsename,horsenum
0,,2.525337499613846,1.6385218283278802,-0.16184650298916675,,1.5224378524085074,-0.9534625892455922,メイショウナガマサ,1
2,,-0.8624556598695745,-1.4127685927336837,0.11988391703316849,,-0.40064154010750197,0.0,ヴェルジェーズ,3
3,,-0.2628175976261834,-0.12932891263449275,-0.6317390303928722,,-0.44070569411825217,0.9534625892455922,アンリキャトル,4
4,,-0.2628175976261834,0.8359764096170109,-0.566438455173235,,0.6410264641720032,0.9534625892455922,ミラクルナイト,5
5,,0.25789150237611613,1.082695507343308,1.7409701384815819,,0.3605773860967518,0.0,ハヤイガナ,6
6,,-0.12203822943388373,-0.12932891263449275,-0.5939748423140438,,1.1217963123010055,-0.23836564731139806,セラファン,7
7,,0.01966026412201986,-0.30657758189594986,1.779359131563003,,0.12019246203225059,0.7150969419341942,カネトシバリアント,8
8,,0.30585086885048673,0.46998702984071733,-0.6762232650403104,,-0.3605773860967518,-2.3836564731139807,サンライズマーチ,9
9,,-1.178504211194433,-1.0378683936971782,-1.1059389156788308,,-1.9631435465267595,-0.23836564731139806,ワイドヴィンチェレ,10
10,,-0.42010683921224584,-1.011308381533125,0.09594782451067649,,0.5208340021397525,0.23836564731139806,クリノチョモラーリ,11
11,,,,,,-1.1217963123010055,0.9534625892455922,クリノゼノビア,12
