,velocity1,velocity2,velocity3,velocity4,avg_velocity,weight,dhweight,horsename,horsenum,result,time_result,multipul_wins
2,-0.08783702016999366,-1.2109923955779496,0.3046669658288115,-0.7363540612530317,0.16906902656910744,-0.697055473597661,0.7257081627300206,ピースブリッジ,3,0,1:36:2,0
3,-0.08783702016999366,-0.2861125292512707,0.35013318639308816,0.18378386525312765,0.37535444368436743,0.5970559541785878,0.0659734693390928,アラベスクシーズ,4,0,1:36:2,0
4,0.8469000737822736,0.666673195111126,0.3210764914326241,0.39897741258118435,0.47735370039805164,0.1852932271588723,1.825265985048234,ロマンスキット,5,1,1:35:8,180
5,-0.3390163729566305,-0.6195659732881983,0.35013318639308816,-0.32340937406705716,0.28741651581870775,-0.697055473597661,-0.8136727885154778,サンデードライブ,6,0,1:36:0,0
6,-1.8852957071453695,-1.9824535827796008,0.28839650400130223,-1.3001872911924341,-0.0511999973594739,2.1558719921817966,-1.2534959174427631,シャインスプライト,7,0,1:36:6,0
7,0.2495495672767527,0.8745938481650356,0.30875624057992124,-0.07142973604135117,0.39760388309435435,-0.43235086337070094,1.165531291657306,ブラックトリガー,8,0,1:36:0,0
8,-0.9189901096829491,1.013958504022044,0.30875624057992124,0.2695845079176901,0.3819804387475232,0.6264675775371389,0.28588503380273544,ビービースパンキー,9,1,1:35:6,190
9,1.8919409166968995,0.691395282693054,-2.8448886936953652,1.3206507074842875,-2.802126416507842,0.1558816038003212,-0.37384965958819244,アスクヴション,10,0,1:36:8,0
0,-0.5032916721590507,-0.46385776225912095,0.2898915850694785,0.22484307199134357,0.3256669902128735,-1.5216950723797997,-0.4400289740550822,ダーリングリップ,1,0,1:36:2,0
1,0.046733365565577965,-0.46385776225912095,0.32662022380229006,0.3416672460060193,0.4745239254090431,-0.7773877000201153,-0.07333816234251368,ダイナミックゲイン,2,1,1:34:9,350
2,0.7965362629546888,-0.46385776225912095,0.2868031398805969,0.39505327491221925,0.49250565275926667,-1.3562934340776476,0.4155829199409109,フラックス,3,1,1:34:8,150
3,-1.456015853406016,-1.4171873530449945,0.2262984003605065,0.24582852746121997,0.1662656052380121,0.25637253936833526,0.1711223787991986,トーセンコスモ,4,0,1:37:2,0
4,0.670238259826848,0.702666241506657,0.3473325227647592,-2.8250070703709023,-1.1834898826980689,0.5458254063971014,-0.317798703484226,アルザス,5,0,1:36:3,0
5,-0.9835987904481485,-0.46385776225912095,0.4455536279108455,0.5822771835483486,0.6356198121908573,0.9593295021524817,-0.6844895151967944,メイショウハナゾノ,6,1,1:34:9,550
6,0.046733365565577965,0.28867565285838626,0.25782751349434513,0.19317509897232576,0.35843315830265093,0.5871758159726395,-0.9289500563385067,ジュウマンコウネン,7,0,1:35:1,0
7,-0.6878827111930358,0.2300423379401147,-2.839813641407863,0.2801005498004288,-2.389125082086282,1.538235236210014,2.4934975196454654,ワンダーハスラット,8,0,1:34:9,0
8,0.046733365565577965,-0.520886451638141,0.2657928505584519,0.17433331753590525,0.30410842429426976,-0.4465844234158111,0.29335264937005473,キリシマアスカ,9,0,1:36:2,0
9,2.0238144077280293,2.108262859155321,0.39369377756659196,0.38772880014309596,0.8154913963773729,0.21502212979279725,-0.9289500563385067,クニサキオペラ,10,0,1:35:2,0
0,2.267923902088987,0.7519141400144054,1.9235967095720308,2.017282105185949,1.1130944308818476,-0.8017657976316916,0.874310699184981,ヴィーダ,1,1,1:33:5,100
1,-0.8317065146462578,0.1518142876908553,-1.293167840552129,-1.0459239724274485,-0.05174167479783622,-1.206260254094527,0.3834696049056935,ベイビーシャンク,2,0,1:36:2,0
2,-0.5039698965177323,0.2521947059943396,-0.4168657890994315,-0.8018095600075793,0.13061827948872073,-0.3394864188170226,-0.8436331307925257,ジューンナイト,3,0,1:34:5,0
3,-0.39428035982647736,0.3212971678699271,-0.3855276724857915,0.11863982533621817,0.267731169336918,-0.28170149646518894,0.5061798784755154,ハイヒールモモタン,4,0,1:33:7,0
4,0.5475056933307662,-2.4331732745465553,-0.3855276724857915,7.048657532802173e-05,-2.325257458738388,1.8274481693767386,0.26075933133587154,アンバーマイル,5,1,1:33:2,100
5,-0.39428035982647736,0.35062480651657857,-0.3855276724857915,0.11863982533621817,0.28221082045419205,-0.05056180705785443,-2.070735866490745,ファニーフェロー,6,0,1:35:0,0
6,-0.17059653065727354,0.39822159161897247,0.2557944042314367,7.048657532802173e-05,0.3722697119441243,1.134029101154735,0.874310699184981,ビッグディール,7,1,1:32:9,100
7,-0.5205959339455596,0.2071065748414745,0.301697860819676,-0.40689870999870437,0.21107472143042136,-0.28170149646518894,0.015338784196227738,クレマン,8,0,1:34:2,0
0,0.03759160297699896,0.3439862459824981,0.32119902914461484,0.28485513016388975,0.31507578607168096,1.5340859612413384,-1.5238095238095237,リベランジェロ,1,1,1:21:2,110
1,0.6541323533690802,0.46862598537150546,0.5460840132687178,0.5547829478322096,0.5295083255417247,0.8860129123087732,-0.09523809523809523,ゼットアレース,2,1,1:21:4,150
2,1.9157008855244981,0.4201851552840473,0.4746181999786266,0.32544676289676105,0.43189914298916043,0.40700239788035536,-0.6666666666666667,サンライズハニー,3,1,1:20:8,100
3,0.8320082329610353,0.34168251593643006,0.33260469090462885,0.22340966568922935,0.30921643198738635,0.6042420214685275,0.4761904761904762,マロンパンナ,4,0,1:21:6,0
4,-1.2528100129229955,-2.658914399572326,-2.6487508067795553,-2.6549219214480244,-2.655379660456858,-0.6637269873125786,-0.38095238095238093,シーカー,5,0,1:23:2,0
5,-0.054692620164998144,0.23222458507038454,0.1728544819568384,0.3572237205114504,0.25190398377971274,-0.7482582545646523,0.4761904761904762,スタービレ,6,0,1:24:5,0
6,-0.7436879208315496,0.24091534585566723,0.28517403525965307,0.26282266822525346,0.2504735540058521,-0.1283622947161116,1.0476190476190477,ケイウンコトブキ,7,0,1:23:3,0
7,-0.9384013967152013,0.3135805265195049,0.22338271202067597,0.34606840114755905,0.2788177810014894,-1.8189876397575864,1.619047619047619,ヴァイザッハ,8,0,1:23:5,0
8,-0.4498411241969062,0.29771403955229436,0.2928336442457983,0.3003126249816704,0.2884846550798558,-0.07200811654806245,-0.9523809523809524,ディアヴイーバル,9,0,1:22:1,0
0,-0.30365641171658575,-0.31877994622846556,-0.1649936660880967,0.045870905724261425,-0.21158039567213896,-0.08763235148118093,0.5977329142356302,レスペート,1,0,1:33:6,0
1,0.0672155026243726,0.41365351668438305,0.5331936116302916,-0.2345325866772958,0.22911276278568715,-0.18649961981892307,0.15939544379616807,プラトロッソ,2,0,1:33:4,0
2,-2.375348715024096,-1.1260102032840154,-1.9017156577935748,-1.3202563696909966,-1.9143496403588298,1.420093490669387,-0.49811076186302516,インデアンレコード,3,0,1:35:5,0
3,1.4202814072983108,2.1789666996003145,2.2373296660278195,1.3607160594584227,2.1451169380526887,-0.4089509735788429,0.8169016494553614,フォーチュンシー,4,0,1:33:5,0
4,0.44292487671759234,0.3206892583966265,0.42449028505237285,-0.849797780206802,0.05798669224125496,0.23368627061648106,0.15939544379616807,ネル,5,1,1:32:9,150
5,1.0157682582933243,-1.1257206173870238,-0.8256864358025336,-0.7339137329406568,-0.6039560911721751,-0.779703229845376,-1.1556169675222183,コスモヴァーズ,6,1,1:32:0,110
6,0.5060200672163812,-1.2677010228193326,-0.058857587612484795,-0.46543237343396804,-0.4706800394722568,-0.4089509735788429,0.8169016494553614,イチノフリオーソ,7,0,1:33:2,0
7,-0.8510964638096506,0.1820073796680185,-0.1649936660880967,-0.04800374914938066,-0.20603001827569042,-1.101021851943038,0.15939544379616807,イケノコスモス,8,0,1:33:4,0
8,-0.11881927895032289,0.27436036704113964,0.2623224278833496,-0.09478802008369151,0.10658498469828219,-1.2987563886185223,-1.3747857027419494,オースミペンタス,9,0,1:33:3,0
9,0.0672155026243726,-0.2737476014032234,-0.32334184768476854,0.1401559416028201,-0.1212926978483256,1.8649961981892265,-1.3747857027419494,ヴァルディスーザ,10,0,1:33:0,0
10,0.1294952547263082,0.7422821697316031,-0.017747129524191572,2.199981705397287,0.9890875050214777,0.7527394293896273,1.6935765903342856,ベストインザスカイ,11,1,1:32:3,200
0,-0.600969866997149,-1.322387273093379,0.3859345673939394,0.29114658175431396,0.18365563158730763,-0.48960233397039504,1.1604571212186168,クリノゼノビア,1,0,1:34:1,0
1,1.1504489690173256,0.4854140088267801,-0.15999893216540648,0.29962948376173265,0.32444000975925646,-0.566503224122813,0.8335677912978796,タガノラガッツォ,2,1,1:31:8,100
2,-0.4957789759765595,-0.184707385470149,-0.3432953280656475,0.1922068444250701,0.09113238409335651,1.1253163592303825,-2.271880842949123,エンジェルミディ,3,0,1:32:7,0
3,-0.34221578234315114,0.3724847638479317,-0.3432953280656475,0.274293010180589,0.20569722444657085,0.5613764981126507,-0.800878858305806,ハヤイガナ,4,0,1:33:1,0
4,0.12248415399471775,-0.0828003470333381,-1.157652734916773,0.23691064768614098,0.06819728513558912,-0.6177704842244249,0.670123126337511,アフターミー,5,0,1:32:7,0
5,0.5932918660566372,0.036691837618010176,-0.4641588904278112,0.2287029975330387,0.1723495814805049,-0.8997404147832909,0.343233796416774,ワイドヴィンチェレ,6,1,1:32:6,170
6,1.311221546451927,2.040732143426317,1.1381093902824868,0.47756352586855944,0.7413668600072627,1.2022172493828005,0.17978913145640543,クインズジャーニー,7,0,1:34:1,0
7,-2.142254734901644,-1.4310989889953805,-0.8789938270515029,-2.8210775945875404,-2.7368062160256654,-1.7200165764090827,-0.6374341933454374,ブリリアントアート,8,0,1:34:6,0
8,-0.11062183359341989,-0.51317672464192,-0.3736105041674368,0.20833948848579736,0.09743520016687877,0.3306738276553967,0.343233796416774,カネトシバリアント,9,0,1:32:7,0
9,0.5143946582913411,0.5988479655150352,2.1969615871838664,0.6122850148922987,0.8525320393489265,1.0740490991287706,0.17978913145640543,セラファン,10,1,1:32:1,130
0,-0.6154439420580711,-0.03587782117318417,-0.5343867219189014,0.24538972653192867,0.18088659454237094,-0.363600900693937,-0.5001447387495942,マコトエギエネス,1,0,1:33:1,0
1,-0.5804512733155994,0.7429331151918467,-1.298672864369198,0.4197883798015036,0.36186289221235735,0.16732076846092783,-0.8057887457632351,クリノヘプバーン,2,0,1:33:3,0
2,0.7156642153672149,-0.1461616417662511,-0.8225499824681511,0.24666692422275482,0.2696008303046523,-0.6821539021868559,0.263965278784508,オンザフロウ,3,0,1:33:5,0
3,1.291175632637189,-0.25620414108889045,0.5385210298725495,0.19922484387544873,0.3240003667671901,0.8398215493904233,1.1808972998254306,シーズラック,4,0,1:32:9,0
4,0.09698944180198715,-0.6939766983070298,0.7363973364812036,0.5088365360647925,0.5434597979436966,0.16732076846092783,-0.34732273524277374,サトノアルテミス,5,1,1:31:9,190
5,-0.7770532170220682,-2.3373436086355515,-1.393281100449221,0.23361455265130296,0.022218833169992902,-1.5670233507782974,1.0280752963186102,シャンディロメラ,6,0,1:33:8,0
6,-0.10463021446662672,0.6291185747016318,-0.2561617145453097,0.28551421229908625,0.3030563132618671,0.5212685478975044,0.263965278784508,ファイアクリスタル,7,0,1:33:5,0
7,0.7726474181955857,1.4201384931974748,0.8356638243650737,-2.997837965888899,-2.9656747387784854,-0.6821539021868559,0.7224312893049692,エイシンテースティ,8,1,1:31:9,130
8,-2.0166912010564344,-0.03587782117318417,1.4359055049992027,0.24666692422275482,0.1624514723565274,1.5123223303199187,-1.5698987632973374,スターオブソレイユ,9,0,1:35:2,0
9,-0.12434679184418763,-0.25441675802747793,-0.47637100982071984,0.17803367457431019,0.14327583408017128,-1.2130755713417207,-1.417076759790517,ジャルダンヴェール,10,1,1:32:7,2910
10,1.3421399317610947,0.9676683070807673,1.2349356978535542,0.43410219164502034,0.6548618041396311,1.2999536626579729,1.1808972998254306,メイショウエンゼル,11,0,1:35:6,0
