,velocity1,velocity2,velocity3,velocity4,avg_velocity,weight,dhweight,horsename,horsenum,result,time_result,multipul_wins
7,1.4387287032240268,-0.9340834401137762,-0.23014111183121724,-0.5298023927798737,-0.34773341541745983,0.24343224778007383,1.7190889899208115,ジョリーウッド,8,1,1:34:7,130
8,-0.3328364049385016,-0.3646551910993428,0.6839947461300675,-0.06620738980517257,-0.014789092313612345,-1.460593486680443,0.02686076546751268,ブリージー,9,1,1:34:7,750
0,0.8304984333765316,0.4692793805039641,0.7679378784379367,0.09594475167045359,0.49100227597491414,-0.444541812185709,-0.5205801739137969,ハギノレイラニ,1,1,1:23:4,130
1,0.30109721438378934,1.0284980690136747,-0.24410661801492542,-0.6039136477092645,-0.21770546110131925,-1.1307472940831131,0.6362646570057517,ホーマンオニーロ,2,0,1:23:8,0
2,-0.3547128280504596,-0.22678068965037418,0.6103951398992729,-0.5512289947648882,-0.34263357717292514,-0.47437683313777,-0.6651857777787403,オオエピクシー,3,0,1:23:8,0
3,-0.9468483606910277,-1.60956798606236,-0.9285102196933133,-0.6039136477092645,-1.131830553926299,1.285889403033832,0.4916590531408081,ウォーターチューン,4,0,1:24:0,0
4,0.0014599468253776577,-0.12293668403581252,-2.3762728308127596,-0.6109356082683036,-1.0205339983855222,0.18199362780757308,-0.37597457004885326,イチバンクジ,5,0,1:25:3,0
5,1.7977811342573302,0.5054332477485959,0.7679378784379367,0.12365064275218927,0.6862962102750519,0.8681991097049773,0.6362646570057517,ノースピーディング,6,1,1:23:5,140
6,-0.7083323930705446,1.3108220670962365,0.846964446527801,2.7138933294743977,2.225778561979545,1.2262193611297099,-0.5205801739137969,ノーボーダー,7,0,1:24:2,0
7,-1.761533495544302,-1.60956798606236,-0.013050403858832892,-0.39269177159466134,-0.9070215760749509,0.689188983992611,2.226926299520131,アマゴワクチン,8,0,1:25:2,0
8,0.3602136838379867,-0.35623392158179357,0.29733593598644653,0.0468377824000261,0.0952044928192426,-0.6235519378980753,-0.8097913816436839,スタンシア,9,1,1:23:4,170
9,0.4803766646753306,0.6110545030302702,0.271368793090463,-0.21764283625067235,0.12144362561229573,-1.5782726083640288,-1.099002589373571,シンボリトレイル,10,0,1:23:8,0
0,0.20096083411998245,0.25970263271635663,0.42272709565406835,1.4846200302675927,0.7435415094526344,-1.6606531727699378,-0.9125093245149511,グッドアビリティ,1,1,1:34:3,160
1,0.70599819131711,1.5335053602606545,0.781905801501823,0.6754468009869542,1.3375181450205669,0.23123018861353525,0.3461242265401539,ジューンリーザ,2,1,1:34:3,110
2,-0.19922114796384086,0.25970263271635663,-0.39760054185417465,-1.5704217537511487,-0.3955467459495413,0.29128997786380423,0.3461242265401539,フミタツアーロン,3,0,1:36:6,0
3,-1.2824543322079895,-0.6460431254414903,0.30402855337819146,0.2185370519605691,-1.261636841095722,1.192186816617839,-0.9125093245149511,ルマンメモリ,4,0,1:35:4,0
4,0.8076538390438432,0.8565243912168059,-0.04903001053403781,-1.0179141970669099,0.36105480313507393,1.4624558682440494,0.9754410020677065,クゲ,5,1,1:34:3,210
5,-0.5960296254568653,-0.8999088093541937,1.2681302504660474,0.2185370519605691,0.17182438172735712,-0.639636755515365,-0.5978509367511748,マルデリジェント,6,0,1:34:8,0
6,1.0116188685663037,0.990740661767981,-0.4552652964182405,0.6754468009869542,0.6706298999089506,-0.7297264393907685,1.2900993898314825,アチェンティ,7,0,1:35:1,0
7,-1.5735687579670363,-1.8331027020114552,-2.238209928835292,-0.23445492858539702,-2.0421289990843996,-0.579576966265096,1.2900993898314825,バイタルワンダー,8,0,1:36:9,0
8,-0.4971414368411164,-0.45422599565532557,0.30402855337819146,0.6754468009869542,0.05891189754394371,0.9819775542418976,-1.5418261000425038,ロージア,9,0,1:35:3,0
9,1.4221835673897558,-0.06689504621559655,0.36331407664165377,-0.9067066057854194,0.3558319493411361,-0.5495470716399615,-0.2831925489873986,メルズーガ,10,0,1:34:7,0
0,-0.7874030626312187,-0.7685826286181665,0.30676451195539184,,,-0.0803438161625047,-0.1721325931647741,トミケンフリンク,1,0,1:35:1,0
1,0.34491054772703733,-0.6557203215034616,0.4313743088994108,,,-0.45435813278106035,1.893458524812515,キクノグロウ,2,1,1:33:3,120
2,1.7414775344540896,1.37580120656103,-2.469345149664117,,,-0.6787667227521937,-0.43033148291193524,オルトシア,3,1,1:33:9,100
3,-0.22610076382018762,-0.3711321764082205,0.2716237060597212,,,-0.22994954280992697,-0.6885303726590963,ヨンハブラック,5,0,1:36:0,0
4,0.925884979214012,-0.4661991168759983,0.4689734880719682,,,1.0167648459185918,0.08606629658238704,トウケイヘイゾウ,6,0,1:35:0,0
5,0.12962759230938134,0.5369313235358101,0.3005907057731897,,,0.3186047882306213,-0.9467292624062575,ジーニアスマアナ,7,1,1:34:4,140
6,-0.9262405612501752,-1.1259799344813521,0.34243890926379617,,,1.8645306302539846,-0.9467292624062575,ドリームライザー,8,0,1:34:8,0
7,-1.2021562660029466,1.4748816477904212,0.34757951964063954,,,-1.626269658185868,1.3770607453181927,コスモデルフィヌス,9,0,1:36:3,0
8,-0.04823658575540314,-0.41866564664210937,0.324601710609594,,,-0.13021239171164545,-0.1721325931647741,ストロングハピネス,10,0,1:35:7,0
0,0.4313160329711981,0.47686844749013035,0.4437544910298942,,,0.8369543134596291,-0.05778667275874863,セブンマイル,1,0,1:35:8,0
1,0.34448351402402355,0.4977205699375762,0.17196428218897458,,,-0.017256789968240278,1.722042848210709,フィールザゴッデス,2,0,1:37:4,0
2,0.4018874386836621,0.45601632504268447,0.45916519986904675,,,0.6154921755338852,0.19647468737974533,ジェイケイディーバ,3,0,1:37:0,0
3,0.6018038810017653,-1.7517446944325965,-2.252344855323403,,,-1.3143921692475975,-0.4391787129664896,ユウナブランシェ,4,1,1:35:6,360
4,-1.8064966831549687,0.47686844749013035,0.4437544910298942,,,-0.2070814796188779,1.467781488072215,ビナシスター,5,0,1:35:7,0
5,-1.9700287085587105,-1.4665634782315828,0.45769123267226897,,,0.014380658306865997,0.3236053674489923,クールリチャード,6,0,1:35:9,0
6,0.4313160329711981,0.5261206679648175,0.4437544910298942,,,-0.08053168651845283,0.5778667275874863,アルイレブン,7,1,1:35:4,160
7,0.3982434591402208,0.4220583941058968,0.2571600210869657,,,0.583854727258779,-0.5663093930357366,ラッキーロード,8,0,1:37:4,0
8,0.5609073213444036,0.7001779934335916,0.4437544910298942,,,-1.5042168588982352,-1.5833548335897125,レッツゴーレツコ,9,0,1:38:6,0
9,0.6065677115772057,0.6162142221796129,0.46260962847625375,,,-0.8714678933961096,-0.9477014332434776,マエストリート,10,0,1:37:8,0
10,0.4166017358274301,0.47686844749013035,0.4437544910298942,,,1.9442650030883486,-0.6934400731049836,タイセイスマーティ,12,1,1:34:4,160
0,0.3179648924104153,0.3343521694021237,0.34649049194991893,0.6391519060180374,0.5208479399333457,0.5247033541232802,-0.8705495142171519,メジャーアスリート,1,0,1:33:5,0
1,0.5116976935047813,0.41671412215218157,0.38942712930086176,0.6527487859482914,0.6031325569395275,0.895082192327948,-0.5371475726020725,リッパーザウィン,2,1,1:30:1,110
2,0.36699100871599005,0.40072747958778093,0.3776130484782388,0.635154570081717,0.5560925385678677,1.2284231467121491,-0.09261165044863319,ワンダーヴァローレ,3,1,1:31:7,0
3,0.4393983890428908,0.34631325344930186,0.34178388511821955,0.5911457322637209,0.5296706412350691,-0.7345846957725906,0.1296563106280864,エターナルヒーロー,4,1,1:31:7,0
4,0.40078026968332864,0.5377798600254019,0.5780825099517519,-1.6068512232017491,-0.2882706246830444,-0.808660463413524,-0.5371475726020725,モリデンシーザー,5,0,1:32:2,0
5,-2.0368322533574066,-2.0358868846167937,-2.0333970647989883,-0.9113497711100181,-1.9214730519927676,-1.1049635339772583,1.9077999992418435,タガノブルグ,6,1,1:31:7,150
0,0.8768933117431296,-0.6349819272382378,0.8390399273205914,0.3147409925420663,0.375412328138946,-0.3198728614754375,1.1666666666666665,アイムワン,1,1,2:07:7,130
1,0.0913637328193556,0.7113465846499062,0.10992671397337382,0.3983292155610757,0.4524249840356454,0.4961807378792234,0.8666666666666666,アルスラーン,2,0,2:08:2,0
2,-1.2808847413312,0.4832759815236999,0.25448818784135485,0.3983292155610757,0.38498296199915183,0.6548578266426297,-0.9333333333333333,アフラマズダー,3,1,2:07:9,270
3,1.304173519811288,1.249398103381981,0.9128268212914369,0.3882829393076395,0.5601322185900617,-0.7959041277656563,-0.03333333333333333,マイネルカルム,4,0,2:08:8,0
4,0.9477254518743438,0.5591329802268692,0.7654137891100429,-2.662436282985713,-2.6405985367135556,-0.9999175276043216,0.5666666666666667,エバートロピカル,5,0,2:08:8,0
5,-1.032053322865106,-2.0503233173002995,-1.363027672938547,0.3024170617724876,0.10751422100122421,2.105619781050916,0.26666666666666666,トーアレラ,6,0,2:09:7,0
6,-1.1318177207656541,0.4075847904679723,0.6919478818858036,0.34550046909209087,0.3542912139760878,0.29216733804055817,0.26666666666666666,アドベントサンデー,7,1,2:08:0,170
7,0.665303059453516,0.0559272103819013,-1.8194526711860408,0.2359674303880237,0.19239105209340643,-0.5692225723893617,-0.03333333333333333,エターナルソウル,8,0,2:11:3,0
8,-0.44070329073960185,-0.7813604060937126,-0.39116297729812566,0.2788689587612535,0.21344955687901462,-0.8639085943785447,-2.1333333333333333,ステラポラーレ,9,0,2:11:2,0
0,-0.1063933830273486,1.4459974130755404,-0.552366384948196,0.39392851534917156,0.549559119683409,1.4034307096904226,-0.07964743533956825,スナークウルフ,1,0,1:32:9,0
1,0.3209239284517298,0.8877684784243091,1.8722930472639192,-0.8431164867679937,0.4286328852230817,-0.6850519295322656,-0.07964743533956825,ヴィジリア,2,1,1:32:4,130
2,-2.627093547512703,-0.07473700282016922,-1.3667432387966936,-0.5279375094280893,-1.961607625195134,0.025920883820138903,-0.07964743533956825,エドノゴーゴー,3,0,1:34:0,0
3,-0.32678144524687314,-1.0988585905810426,-0.4750613840599926,0.9984691698160905,-0.12469662859129133,0.7368936971725434,1.3540064007726602,トウケイウルフ,4,0,1:34:2,0
4,0.20200601633534104,-0.5477664165142092,-0.38827854243577625,-0.8618338663380577,-0.6337696514457539,0.9590727013451698,0.6371794827165459,サカダッシュ,5,0,1:32:7,0
5,0.5002766000627259,0.7993074916738729,0.24964894488790923,-0.06396209283997548,0.5609546816775945,-1.7959469503953975,0.39823717669784114,オールモストゼア,6,0,1:33:3,0
6,0.20200601633534104,0.3598997518108703,0.9823406651237669,2.5468327741265826,1.8059457825325307,-1.1294099378775184,-1.5133012714517966,ビッグデータ,7,1,1:31:9,150
7,1.852391995085213,-0.6753600352973864,1.574329639084239,0.22694170526823731,1.178135662053594,0.33697148966181584,-1.5133012714517966,アベニンバード,8,0,1:33:5,0
8,0.1427409481773349,0.7110404983154179,-0.7627398755075658,-0.5796551894863462,-0.14789528075448063,-0.5517445270286897,-0.5575320473769777,サラダガール,9,0,1:33:1,0
9,-0.2685343306365368,-2.1790037430000697,-0.18612665465848915,-0.06396209283997548,-0.9840785846210583,1.1812517055177962,1.8318910128100696,パワーローラン,10,0,1:33:9,0
10,0.1427409481773349,0.011812403102005566,-0.04118562646693053,-1.1039431710768188,-0.5220060495783521,-0.8183593320358414,0.15929487067913647,トーアセレーネ,11,1,1:32:7,330
11,-0.03428374620145711,0.3598997518108703,-0.9061105894863137,-0.12176175578286823,-0.14917431098415282,0.33697148966181584,-0.5575320473769777,ダイヤファントム,12,0,1:32:8,0
0,0.38525774281454706,0.5896756825001197,0.5099808741718952,0.5772663660557988,0.5159180356919838,0.6122045829261871,0.043346446278910135,エコロワンダー,1,0,1:33:5,0
1,-2.815311928070203,-1.3066638310075336,-1.7850865162101814,-0.6566375413278461,-2.3477975845531103,0.3510746660382403,-0.6068502479047413,マイネルジェンマ,2,1,1:32:5,180
2,0.536431748861735,-1.8876848598295248,0.3848444853396089,-1.441627750350888,-1.3017223759772045,-0.08414186210833775,-1.2570469420883927,サイゴウパワー,3,0,1:33:1,0
3,0.22588243675416364,0.48007135857605915,0.3848444853396089,0.5772663660557988,0.35133213730974394,-1.6509213634360187,0.910275371857112,ヴァイスロイ,4,0,1:35:3,0
4,0.19672799782133574,0.4984101959123317,0.3780563800167211,0.7434518019040315,0.3877363152060482,-0.8675316127721782,-0.17338578511564035,チョウオオバケ,5,0,1:36:1,0
5,0.13238126491826152,0.4617325212397866,0.5122047766819552,0.7775471237189036,0.42662320401341586,0.08994474915029345,-1.0403147106938422,エラミカ,6,0,1:35:6,0
6,0.35799565021757274,0.6385237410396538,0.3848444853396089,0.5772663660557988,0.5101591631691468,0.0029014435209778464,1.1270076032516625,ジン,7,1,1:33:0,160
7,0.24158896233753105,0.5587315904810839,0.3848444853396089,0.5772663660557988,0.40057804729249824,2.178984084253868,0.043346446278910135,ミネラルデポジット,8,1,1:33:1,200
8,0.5578922729864442,0.48007135857605915,0.3848444853396089,0.5772663660557988,0.7429230381776332,-0.49034395504514394,-0.8235824792992917,ルフレシャンス,9,0,1:34:9,0
9,0.1811538513586081,0.4472749596640804,0.3848444853396089,0.5772663660557988,0.31425001966984445,-0.14217073252788148,1.7772042974353137,マイア,10,0,1:36:1,0
0,-0.2241885105787659,-1.7748939449002943,-0.6684320519496085,-0.6332218837805488,-1.1303829295045178,2.0184504905705625,1.3576089545098144,エルドリッジ,1,0,1:55:5,0
1,0.020522726561582584,-0.591428907064517,1.9302141404175341,0.29151911622335813,0.5089439694049951,-1.2454268984371555,-0.03157230126767007,テクノマインド,2,0,1:56:4,0
2,-0.8429019973059462,0.854561649368383,-0.8883439169512568,-1.6195098044626999,-1.1559589814732598,-0.5582948165407938,-1.0734582431007833,アゼツライト,3,0,1:55:8,0
3,-0.6988032104680769,-0.3179953688467231,-0.28871607815113304,-0.8744578729751009,-0.9273869438849753,0.0,1.0103136405654431,ナンヨーファミユ,4,0,1:57:5,0
4,1.463412921095946,0.10162356696698194,-0.9879200094239914,0.8001029323140927,0.8457872375396214,-1.631938694503859,-0.3788676152120412,ヴァーゲンザイル,5,0,1:55:8,0
5,-0.0018297692852345092,0.4465628628133339,0.8062145537190016,-0.9062821286717463,-0.0572084442364433,-0.17178302047409041,1.3576089545098144,バレエダンサー,6,0,1:55:3,0
6,1.148113721227896,1.8883894546039763,0.621738223585467,1.4355341270812638,1.9791838999792264,-0.042945755118522604,0.31572301267670105,フォローガーネット,7,1,1:54:7,140
7,1.544446495756894,-0.4439635164632384,-0.8151692458219586,0.28822780319608887,0.5323271096676517,0.9448066126074973,-0.7261629291564123,イスズイーグル,8,1,1:53:3,100
8,-1.5152707025321497,0.854561649368383,1.3112382727806222,0.572829153083658,0.14436985398918598,0.34356604094818083,-0.3788676152120412,キョウトブッサ,9,0,1:57:3,0
9,-0.7709651810642323,-0.9819200113140283,-0.37339663022754255,-0.6735885774160884,-1.0955614382322165,-0.21472877559261302,0.31572301267670105,ウォーターティアナ,10,1,1:54:9,660
10,-0.12253649340790164,-0.03549743453230277,-0.6474272579769768,1.3188471354077527,0.35588666675053243,0.5582948165407938,-1.7680488709895257,クリノチョモラーリ,11,0,1:55:2,0
0,0.32971448072327403,0.5023050707558944,0.2276645089875722,0.35533042383922353,0.3897337917812952,-0.39524931006901204,-1.4595512224018883,エイシンリンリン,1,0,1:56:8,0
1,0.5669133380926288,0.5844393306390427,0.49639405167923534,0.18766172484379048,0.5041073894876342,-0.2227198493246018,1.8058854107684381,ゼロワンチャンプ,2,0,1:56:5,0
2,0.3997900824840231,0.4596066688885886,0.26484101924542064,0.2110700172360102,0.367161272200024,1.2955394052262084,0.5813466733295656,ジュリエットレター,3,0,1:56:5,0
3,0.3786074467778667,0.4966771261086806,0.3304430089562093,0.2516137916408344,0.40205674663262647,-0.36074341792013,0.5813466733295656,リュウノタケシツウ,4,0,1:56:1,0
4,0.12476361763926777,0.3144927666973566,0.14970370412976094,0.054777465512111635,0.1872395400636175,-1.87900267247094,-0.3710723446784462,マースチェル,5,0,1:55:9,0
5,0.24937230826500215,0.4938684332828671,0.30667798540014585,0.4192310066299076,0.40502194978453104,1.123009944481798,0.8534663927604261,ヴァッハウ,6,1,1:55:4,440
6,0.21857207363066325,-1.866882692761191,0.28361895044708924,0.5064603736140182,-0.377155802685032,-0.6712964472600684,-0.9153117835401673,ロードスターダスト,7,1,1:55:2,170
7,0.12476361763926777,0.3182396497139348,0.16963768080733355,0.10340305453708312,0.20545860763596746,0.9504804837373879,-0.3710723446784462,ディーエスファッド,8,0,1:56:3,0
8,-2.9904624156936,-2.1557320060402154,-2.998615074044072,-2.978982782691715,-2.925639137740477,-0.4642610943667761,0.8534663927604261,サトノマサムネ,9,1,1:54:8,300
9,0.3436083892237299,0.48926977433240587,0.3181518895656675,0.3586124599770416,0.4137420008239959,1.1575158366306801,-1.0513716432555975,マルカンベルガー,10,0,1:55:6,0
10,0.25435706121787094,0.3637158783826334,0.45148227482563713,0.5308224648616888,0.42827364201582274,-0.5332728786645402,-0.5071322043938765,アンリキャトル,11,0,1:56:0,0
0,1.3655921217706464,2.3017175078169974,1.0963952006829856,0.8495520633942577,2.1700855109321355,1.8838907451202256,1.2412030491183816,バイスブルー,1,1,1:35:6,100
1,0.35470892886549155,0.5594945503133262,0.008935419206841388,-0.07809750707729694,0.36621720723064577,0.052999483878062345,-0.6323109872867227,ラブシャーク,2,0,1:37:1,0
2,0.49730811208462905,-1.3632576906905027,-0.06751768190427289,-0.16136516281505836,-0.5422028908745151,-0.019272539592023047,0.5386352854664674,オースミジョージ,3,1,1:35:4,100
3,-0.27968785108149524,0.09037792821262085,-1.2693067800721283,-1.8704080969390104,-1.027847615110127,1.5225306277697988,-2.271635769141189,カフジエンパイア,4,0,1:37:8,0
4,1.4389466209982802,-0.06404975429582853,0.23926146354477998,0.8495520633942577,0.7995910375148789,-1.1515342406233608,-0.39812173273608464,スイートジェル,5,1,1:36:9,160
5,0.21270390890976706,-1.0695281338093998,0.16232448312031952,1.799193326269237,0.16093589591034838,-1.0792622171532755,0.30444603091582945,アワジノベッピン,6,0,1:37:8,0
6,0.07128934641746994,0.34990895158540747,-0.21994355050697917,-0.16136516281505836,0.06990261738115738,-0.5492673783726493,0.30444603091582945,アスヘノトビラ,7,0,1:37:2,0
7,-1.3788213249175194,-0.1664692169453504,-1.6367686032734783,-0.6573167173660386,-1.2845972882089942,0.004818134898005419,0.30444603091582945,ボウゼノキョウ,8,0,1:38:4,0
8,-1.311174808293325,-0.4206739017621943,-0.14381050397743878,0.00534563370944217,-0.69685320357353,-0.5733580528626777,-0.39812173273608464,ベストアキラ,9,0,1:37:3,0
9,-0.9708650547539777,-0.21752024042509446,1.8304305531793799,-0.5750904397548083,-0.015231271201919198,-0.09154456306210844,1.0070137945677435,ベストアイナ,10,0,1:38:4,0
0,0.49552822587773704,1.3834493646617678,2.1177347786142575,1.4837484968616503,1.8466008870311328,0.7881544614549392,-0.918705142445595,マリノカーニバル,1,0,1:36:7,0
1,-1.343862751825475,-0.6726869157738826,-0.5653950180742007,-0.3107637481592004,-0.7629948568631842,-0.1440712456422996,0.3937307753338265,ミヤビララ,2,0,1:38:2,0
2,-0.9169687282365403,0.6084572560340468,-0.9424376944805647,0.625365095251769,-0.12211546757404519,-0.8644274738538023,-1.5749231013353058,スカーレットキス,3,0,1:36:8,0
3,0.9380363117656151,0.6084572560340468,0.5431788667312315,1.3744687929020987,1.0985430113176384,0.3220416079063198,0.3937307753338265,フェスティヴァーロ,4,1,1:36:6,160
4,1.0492549215876965,-0.979567264093279,0.20562701111186896,0.04800293294294415,0.05332383099073282,-0.7373057865223607,1.0499487342235372,オリオンローラ,5,0,1:36:7,0
5,-0.7021750475979553,-0.4842955154174815,-0.9424376944805647,-1.9325619194194974,-1.4030241512667705,0.8305283572320864,0.06562179588897113,ツインクルパレス,6,1,1:36:3,390
6,0.49552822587773704,0.3534349506336026,1.0000894494371522,-0.2088053828018114,0.47371756445697355,-1.754279285173894,-0.918705142445595,クリノマンチェスー,7,0,1:36:6,0
7,1.496518589873298,1.0371546011366841,-0.23776029729447967,-0.0035786945021497223,0.4498906408121657,-0.6525579949680662,1.706166693113248,アオイチャン,8,1,1:36:0,150
8,-0.7021750475979553,0.015934655565935672,-0.9958506665524675,-0.36158040421936205,-0.6539023202457489,0.7034066699006448,-0.5905961630007396,ダッシュボード,9,0,1:36:6,0
9,-0.8096846997243182,-1.8703383887814407,-0.18274873501210884,-0.7142951688563671,-0.9800391386587256,1.508510689666442,0.3937307753338265,マサタケアポロン,10,0,1:36:7,0
0,0.8365145024089043,0.20651628401330016,0.33813670461644224,0.5790688948899524,0.5456072645233316,1.4626509959983096,0.9373473936496912,ユキノドリーム,1,0,1:35:4,0
1,0.06888564780250453,0.012100418272891513,0.30199760826053346,0.7943027113579542,0.4572551443758368,-1.7799172046891187,0.9373473936496912,ピエナトビーズ,3,0,1:37:0,0
2,-0.1213890201468926,-0.6985692252721308,0.39151352356526087,-2.289768757504497,0.09775583768450535,-0.9571760194400697,-0.08866799669659241,パリモンマルトル,4,1,1:34:1,170
3,1.7415484203080542,2.2275288877434805,-2.4734846460900726,0.8316049439988721,-2.4486656828995246,-0.3764175357348587,0.9373473936496912,ハーフハーフスター,5,0,1:36:2,0
4,-1.5406941655689745,-0.7778158716277845,0.33132943330376685,-0.041696792455856495,0.1981106529369971,0.7850994316755634,-0.7726782569274482,ワンダーポピュレル,6,1,1:34:3,100
5,-0.4983102373771751,-0.03259034119175688,0.4068859240604687,0.06501414165104281,0.4465896312482639,0.9302890526018661,0.5953422635342634,カヤク,7,0,1:36:8,0
6,0.2603852599661699,-0.9492705702108768,0.3611637307246143,-0.1829207462986778,0.32276096913244406,0.20434094797035235,-2.026697067350684,カフジデューク,8,1,1:35:3,260
7,-0.7469404073926401,0.012100418272891513,0.342457721558987,0.24439560436121374,0.38058618299815755,0.05915132704404958,-0.5446748368504963,ジョウショーメイト,9,0,1:36:4,0
8,-0.026251686172194033,-0.010244961459432685,0.34029721308771466,0.15470487300612829,0.3516735760653008,-0.3280209954260911,0.02533371334188356,クールキャスト,10,0,1:37:0,0
0,-0.36806033322638115,-0.4467652796733548,-1.1026474178109522,-0.023529961633264086,-1.1535225145786754,1.3307982091853559,0.36776414156615694,ポンテアンジェロ,1,0,1:35:4,0
1,-0.5116913592304174,-0.025798095092560338,-1.0366372233492318,0.7395158040800989,-0.4040285353027561,1.7222094471810485,0.5720775535473553,ヒロノチャンバー,2,0,1:35:8,0
2,0.46350411016793663,0.28670336997544443,0.7299417919521549,0.138041690266172,0.9745656401405202,-0.27833688035249154,-0.4494895063586364,タカミツリリー,3,1,1:34:6,100
3,-0.5326338333636124,-0.6722398863538613,0.6601541093436734,0.35510259635328956,-0.3937873385606412,-1.1046494938989537,-0.8581163303210331,バロンエール,4,0,1:35:8,0
4,0.16653186916365276,-0.29483603826202914,1.651169945856556,-0.1840636800087228,0.5291940119437725,0.24354477030843197,-1.2667431542834298,エルモーソ,5,1,1:35:1,120
5,-0.7962262398586724,-0.5222439859608585,-0.3517697112420428,-0.077156032077716,-1.177835034955466,-0.8002185310134151,-0.040862682396239705,ナリタシェリー,6,0,1:35:8,0
6,-0.6544104422122089,-0.968442317024676,0.8699727894821063,1.8131330924752478,0.2504927146966724,0.5044855956388937,-0.24517609437743804,テツワンイナキチ,7,0,1:36:3,0
7,-0.27179535528557575,-0.08394822566629544,0.451696415238568,-0.6595362944547987,-0.43315644045797475,-0.06088619257710676,-0.24517609437743804,メイショウレオネス,8,0,1:36:2,0
8,2.6314064665081363,2.636816013779564,-1.234250900243064,-2.1317186486942226,2.0975661266234273,-0.14786646768726067,2.4108982613781405,カタマチコマチ,9,0,1:40:0,0
9,-0.12662488266284705,0.09075444427865638,-0.6376297992277756,0.030211433693862783,-0.28948862954872284,-1.4090804567844926,-0.24517609437743804,ルリー,10,1,1:35:2,190
0,0.8301182768603643,2.4278333877542484,1.6374363611463427,0.38233471377930256,0.6833305058641536,-1.0835998747067639,0.2404814448168607,スマートスピカ,1,1,1:34:6,150
1,-0.3402234487582923,-0.8145333195543942,0.25409958610900857,0.4377016834896521,0.4026100038346797,-0.20582343988843588,1.74349047492224,クラウンローチ,2,0,1:35:4,0
2,-1.9172250100173682,-1.1724388486061652,-0.802167021211966,0.2520503807759777,0.07740246669750958,-1.3257450981049232,-0.9619257792674428,イスズゴールド,3,0,1:36:6,0
3,-1.204962170812345,-0.3989223055705318,-1.2070584966538,0.2956119130666296,0.15790368860479878,1.0049026771023615,-0.06012036120421516,クールキッズ,4,0,1:36:1,0
