,velocity1,velocity2,velocity3,velocity4,avg_velocity,weight,dhweight,horsename,horsenum,result,time_result,multipul_wins
4,0.6743469377689977,-0.13552658617477661,1.5546538713386515,0.4420396559509111,0.5695293987289254,-0.7203820396095247,-0.9619257792674428,スクワットゴールズ,5,0,1:36:1,0
5,1.125856568517226,-0.13552658617477661,-0.1566412356393479,0.26532435673961685,0.27483087521705446,1.7616065002216097,-0.6613239732463669,ジューンソフィア,6,1,1:34:6,130
6,-0.04951356499084114,-0.5034918147039066,-0.2966113824493278,0.26199518090109664,0.21052770786198516,-0.7506501925342947,-0.36072216722529105,ハドロサウルス,7,1,1:34:3,270
7,-0.48511399785645737,0.5083551767848032,-0.5738483899721117,0.23508528331821246,0.21786417301828034,0.12712624228403335,1.74349047492224,ザストリート,8,0,1:34:8,0
8,0.38888815683210126,0.5211489905058208,0.5732116684514879,-2.837467524761016,-2.7943207664629846,0.8232937595537417,-0.6613239732463669,エイシンエンデバー,9,0,1:35:0,0
9,0.977828252456453,-0.2968980942603271,-0.9830749611189067,0.26532435673961685,0.20032194663559777,0.3692714656821928,-0.06012036120421516,オーミルーティン,10,0,1:35:3,0
0,0.9330130348185048,0.9619887885144827,-0.7704130256314407,0.6143409250975205,0.6158390526220044,-0.4885147045293047,0.09759000729485327,スイートレモネード,1,0,1:58:0,0
1,-1.0609816307254383,0.08734100611171709,0.57952592314379,-1.1274050398352793,-0.41494693722025633,0.6117053691497369,0.09759000729485327,ミキノトムトム,2,1,1:57:2,250
2,-0.5727452430072151,-1.200148983691782,-0.7223233859561513,-0.6891647557019761,-1.0991333461151003,1.2956259554907628,1.4638501094227996,フォーネル,3,0,1:57:5,0
3,0.8072575867722134,0.5769367470306611,1.8811176952884168,1.1219635977225961,1.4100312210892312,0.4332913031477302,-1.2686700948330931,マイネルテンプス,4,0,1:59:2,0
4,-1.445566809232086,-1.5321741318421525,0.24589850376290093,-1.2554025857381605,-1.3573417134249315,0.6414410468167381,0.09759000729485327,エンドオブジアース,5,0,1:58:4,0
5,0.5317654746018484,0.9619887885144827,-0.280459605097243,0.39419843952031747,0.5846766928838125,-1.261642323871334,0.7807200583588265,クリノアリエル,6,1,1:56:4,130
6,0.8072575867722134,0.14406778536257378,-0.9333461055103017,0.9414694189349042,0.26087503016523994,-1.2319066462043329,-1.2686700948330931,プローン,7,1,1:57:5,0
0,-0.20556316745953396,,-0.18555730389242694,-0.3521890647150913,,-0.1108375060626228,0.2820409805015041,エーピーエレナ,1,0,1:36:7,0
1,-0.15231244931396068,,0.22237498190207022,0.26728006704049967,,-0.6223952263516467,1.0512436545965151,オシノイッテ,2,0,1:33:8,0
2,0.27782481708602313,,0.12563513643315327,-2.280664397056937,,1.1254269846358516,-0.23076080222850334,スピットバンク,3,1,1:33:2,120
3,0.495686549418479,,-0.09712839616015775,-0.1695894680295796,,-0.45187598625530534,1.307644545961519,アジル,4,0,1:35:0,0
4,0.9928398795935349,,-1.1636327718254955,0.4276967911412123,,-0.1108375060626228,0.5384418718665078,エドノジョンソン,5,0,1:33:9,0
5,-2.6344446546109253,,2.6256288445165508,0.6721501362036197,,0.5712394543227423,-2.0255670417835296,クリノカーロ,6,0,1:35:6,0
6,0.6603247315068604,,-0.511364708113416,1.402598145772388,,1.9780231851175578,0.2820409805015041,ニコール,7,1,1:33:3,100
7,0.061833142541821144,,-0.38184140638894615,0.7805345744750996,,-0.7502846564239026,0.025640089136500375,イーリス,8,1,1:32:8,310
8,0.00812460181915142,,-0.18555730389242694,-0.5782273168015677,,-1.5176212368574384,0.025640089136500375,ツルノヒトコエ,9,0,1:33:6,0
9,0.495686549418479,,-0.44855707257891936,-0.1695894680295796,,-0.1108375060626228,-1.2563643676885183,キュアホリデー,10,0,1:35:6,0
0,-1.12399114239673,-1.6247301117845572,-0.1454526936444195,-0.03358214917131307,-0.6163729538992682,-0.8531051878511005,-0.06923589041798123,エイシンメモリーズ,1,0,1:23:9,0
1,-1.4983077994184886,-0.49743201824571287,-0.5118196398752026,-1.0747178003033984,-1.1126226968594048,0.147087101353638,-0.06923589041798123,エーシンザヘッド,2,0,1:22:1,0
2,-0.746440648165287,-0.59401221884458,-0.11410497443797954,-0.3601051703457851,-0.476037470812383,2.441645882470391,-0.4154153425078874,グラウラー,3,0,1:22:6,0
3,0.29700547388505255,-0.10870573140192581,-0.44865238694175213,-0.03358214917131307,-0.19840521925580887,0.20592194189509322,-1.280863972732653,ラブリランテ,4,1,1:20:7,170
4,0.40762058724853056,0.2839126834703164,-0.4391861928932028,0.37795454408931956,0.09680411824321931,0.0,-0.24232561646293432,トウケイアインマル,5,0,1:22:6,0
5,-0.1739591922382694,0.5809660005014967,2.6784448292767955,2.537375345015752,2.542399920836113,0.26475678243654843,-1.280863972732653,リリカルドーン,6,0,1:21:7,0
6,1.5291155575413964,1.5875207091864314,0.07826672318919023,-0.03358214917131307,0.6181617508009285,-0.8236877675803729,0.7962127398067842,アンドレアス,7,0,1:21:7,0
7,0.6296793916036483,-0.010918289543165243,-0.5723997358428258,-0.29038943130985884,-0.2972122181217804,-0.20592194189509322,0.10385383562697187,エイシンシエル,8,1,1:21:5,170
8,1.2573849683097673,1.3613531752269694,-0.8387397902654148,-1.0206627787632472,-0.3721271195258735,0.029417420270727603,2.1809305481664087,エイシンレガシー,9,1,1:21:4,540
9,-0.5781071963697233,-0.9779541985652183,0.31364386143485795,-0.06870826086881503,-0.1845881114056759,-1.2061142310998316,0.27694356167192496,ゴッドバローズ,10,0,1:22:2,0
0,-1.2072217159603134,-0.34386294964235725,0.8472518776266131,0.03137772217451781,-0.27814288057765957,1.9853079179576325,0.7760618781876407,モクレンノツボミ,1,0,1:26:4,0
1,-0.5960346643993817,0.46776285693913877,-0.7193017428248705,-0.5719287353060731,-0.5089529126032534,-0.3752716186383322,-0.7100140587674159,サンダイドリーム,2,0,1:24:6,0
2,-0.0978980779079647,-0.40093133176113727,0.2107050633185553,-0.438831136964956,-0.2911741516371677,-1.3134506652341644,-1.0402531558685395,リーエ,3,1,1:24:2,650
3,0.3448463487291245,0.4089937534304414,1.5633326729448778,0.9230650910449713,1.1044225015424296,-1.0410761033192453,0.11558368398539329,セカンドショット,4,0,1:24:3,0
4,-1.0859883090182574,-1.6814901500362571,-0.6582045214986184,-1.6172515990287757,-1.8265603862778632,0.7747543094468814,-0.7100140587674159,アイファーグロー,5,0,1:24:9,0
5,1.1191944285435045,1.7928662146232075,-1.7977300433364882,0.09911077249298167,0.4356340296226477,-0.5871185001277136,-1.3704922529696635,ビナゼウス,6,1,1:23:0,170
6,-0.3348371874056713,0.46776285693913877,0.14778899106047294,0.992671520880369,0.4026340798299587,0.6234351083830375,-0.049535864565168564,ヨウウッドテール,7,0,1:24:3,0
7,1.7797658529276774,-0.684500932351362,1.1056912487519042,1.4840677119121088,1.2062998370320748,0.6234351083830375,1.9318987180415734,コメハチコルテ,8,1,1:23:7,140
8,-0.7807153338493777,-0.9092517663036952,-0.5969800142946124,-0.9022813472050961,-1.167520537245509,-0.6173823403404824,0.28070323253595514,クウミリマ,9,0,1:24:7,0
9,0.8588886583407913,0.8826514481629023,-0.10255353174796272,0.03137772217451781,0.923360420314188,-0.07263321651064439,0.7760618781876407,フミタツティンクル,10,0,1:25:1,0
0,1.4291939521969244,-0.6988112616080221,0.8505387774688287,0.4465997525799327,0.6745534685847678,-1.3466784514394607,1.765793751144245,キータイプ,1,0,2:07:2,0
1,-0.4430213987240051,-0.29272345923374,-1.3865487157021588,-0.6903319107568616,-0.9872938374246044,-0.6435933161497818,-1.0880143315131205,ピークトラム,2,0,2:08:7,0
2,-1.4159987497839222,-0.8567638131183415,0.6911542832309623,0.2388641691742572,-0.4534338255443355,0.11357529108525705,1.5874307459781598,トウシンイーグル,3,0,2:07:6,0
3,-0.5600611369122702,-1.2433900346197573,-0.6624213401491762,-0.41617368902842905,-1.0195521558263942,-0.26500901253226233,-0.01783630051660855,オースミマルス,4,0,2:08:1,0
4,-0.3611622771350757,-0.5147101634031074,-0.31660694586117366,-1.3209426358457412,-0.818138748307934,0.7084934824842162,-0.3745623108487793,スナークレッド,5,0,2:07:0,0
5,-0.1608639530850474,1.2429655199969838,-1.184043165744454,1.3157582660211944,0.33789669480409873,1.3574951458285351,-1.0880143315131205,キーアシスト,6,0,2:06:9,0
6,-0.41101761742511667,1.1412577887421043,-0.4860898160669153,-0.5214585710505045,-0.05511599518103355,0.6003265385934963,-0.01783630051660855,アグネスルコリエ,7,1,2:06:3,900
7,0.38448769357791696,1.64297801764212,1.4963166402837391,1.017093060889812,1.6028427646646608,0.2217422349759769,0.1605267046494768,クリノヒビキ,8,1,2:06:3,110
8,-0.41101761742511667,-0.5608577371781258,-0.19484369293006487,-1.3209426358457412,-0.8052537472815856,0.9789108422110157,-0.9096513263470353,エスポワールパレス,9,0,2:07:5,0
9,1.9494611047156651,0.1400551427798857,1.192543975470377,1.2515341938620583,1.523495381512378,-1.7252627550569801,-0.01783630051660855,メイクミーハッピー,10,1,2:05:6,140
0,0.02881276832879322,,0.18114458507798875,0.19692527506789298,,-0.44361465164523217,0.08839985879607165,シービジョンズ,1,1,1:33:3,170
1,-0.3688353401938921,,0.7973031932963561,0.2845408792145154,,-0.5520537887140666,0.08839985879607165,イノセントワールド,2,0,1:33:6,0
2,-0.6963060791004124,,-0.28980042682513313,-1.2387372450502994,,1.3998506785249538,0.8987318977600618,コトブキファルコン,3,0,1:33:4,0
3,-1.4830501524609216,,-1.464917563290291,-1.1055857455667948,,-1.66355494366962,0.41253267438166774,テイケイラフイン,4,0,1:33:8,0
4,-1.2411312834983348,,-1.2106258175111135,2.002574076773923,,0.8847647774479901,1.0607983055528598,ラヴバインド,5,0,1:34:3,0
5,0.2967961508587673,,0.18114458507798875,-1.0447556464361647,,-0.49783422017964946,-0.0736665489967264,エルマリアッチ,6,0,1:33:6,0
6,-0.037820545671493455,,-0.28980042682513313,-0.6900162245283509,,-0.6062733572484839,-1.0460649957535146,パッパカ,7,0,1:34:4,0
7,2.1328576480553747,,-1.2063060043168832,0.5468523113817755,,1.7522778739986657,-2.5046626658886972,シルバーコンパス,8,0,1:33:8,0
8,0.6350738615742557,,1.2148990606603114,0.8581359069484596,,-0.49783422017964946,0.08839985879607165,ハニーロコガール,9,1,1:33:3,110
9,0.7714235177793135,,1.4963930491169792,0.5910272239043083,,-0.009858103369894324,0.5745990821744658,ヴェルジェーズ,10,1,1:32:0,100
10,-0.037820545671493455,,0.5905657655388787,-0.40096081170926956,,0.23412995503498324,0.41253267438166774,マーティンクリベー,11,0,1:34:4,0
0,0.9008379720259756,-0.25551693673861786,0.9981902791218912,2.3115722851633875,1.6648772379316952,0.6309164940319824,-0.5379438275915391,エイシンカモメ,1,0,1:37:2,0
1,-1.9334103785613515,0.6212699358283947,-0.36091550980370535,-0.417941640846803,-0.5759275244196339,-0.027431151914434015,1.448310305054144,リージェル,2,1,1:35:5,620
2,-0.250837573392384,-0.2629991721663164,-1.9540736219590258,-0.4929505525538566,-1.1139814664874546,1.5964930414200598,0.12414088329035519,ドリームデーア,3,0,1:37:1,0
3,-0.250837573392384,0.3995605026604197,0.9981902791218912,-0.6424921289095022,0.14387545973191537,-0.2907702102930006,0.7862255941722496,エイシンエルパソ,4,0,1:37:0,0
4,1.2511547134940673,-2.14373371688599,0.17923445684423356,-0.7914020618592157,-1.400625380564466,0.9381453954736434,-1.8621132493553278,エイシンセレニティ,5,1,1:34:8,280
5,0.3219404874533045,0.26719370358407873,0.31499562209498033,0.11161325346148171,0.44835202199053353,-1.3880162868703612,0.45518323873130234,アドラーブルヒナノ,6,0,1:36:7,0
6,0.5527596761902608,0.09184703443124442,-0.7630143957090049,0.26437415085496335,0.166952009347128,-0.949117856239417,0.12414088329035519,チャイムクラウン,7,1,1:36:1,180
7,-0.5916073238175533,1.282378649286734,0.5873928902887399,-0.34277330531040456,0.6664776424703183,-0.5102194256084727,-0.5379438275915391,アデージョ,8,0,1:36:4,0
0,-0.9300738213978499,0.1976269728383122,-0.5501283205061676,-1.0676810803157266,-0.7865204541168439,0.013430382733756338,0.9260129588726067,ホクザンガイア,1,0,1:26:4,0
1,0.43602101718444114,0.476682070799335,-0.11045768796710265,0.10143956488921527,0.1671227533765129,1.3833294215769028,0.3968626966596886,ハッピーアントニア,2,1,1:25:0,110
2,-1.556707936303092,-0.8901474355235262,-1.0107837660119208,-1.0288372764042952,-1.23396965747506,1.6519370762520296,-2.248888614404902,レディダイナマイト,3,0,1:27:6,0
3,0.9297357193206642,0.8154255855031805,1.8850940875987146,1.43155858936393,1.7674055782400389,-0.8192533467591366,0.6614378277661477,カムオンルンルン,4,1,1:24:9,110
4,-0.771816736255959,-0.40618854365514295,-0.6171449582051071,-0.8322569313814124,-0.7925596132535797,-0.8192533467591366,-0.13228756555322954,ラストドラマ,5,0,1:26:2,0
5,1.2623253790494315,1.273796144677816,-0.06923487425643292,0.8917344925854898,0.7991818999861738,-0.9535571740967,0.3968626966596886,ノンノン,6,1,1:24:6,100
6,0.6821085428334186,-1.8319052791593262,1.1342507525238368,0.5040426412627895,0.5071428151378065,-0.2551772719413704,-0.3968626966596886,ロケットロード,7,0,1:25:1,0
7,-0.05159216443104506,0.36471048451935817,-0.6615952331758258,0.10143956488921527,-0.42780332189510867,-0.20145574100634506,0.3968626966596886,ニーニャボニータ,8,0,1:26:8,0
0,1.0219703962362532,-0.49981533536422906,-1.3299450248932736,-0.037668078645366074,-0.2824323279060091,0.271539426475639,1.4471457318565983,アイファーパレード,1,1,1:36:5,170
1,1.0219703962362532,1.3659809148611395,1.0528257058108126,1.6016267008545904,1.8793967670900718,1.3005309373306921,1.0963225241337866,ブリーズリー,2,1,1:36:3,130
2,0.363929012299284,0.7686681322566453,-0.5073396368876367,-0.7376947125030957,-0.011290819488579823,0.8432013769506685,-0.6577935144802719,ビービーアイガー,3,0,1:37:3,0
3,-1.5611485767337037,-0.7409814698988778,0.7401080911763495,-1.2315023202377107,-1.0924721962916806,-0.9575337670456744,0.7454993164109749,モズジョーカー,4,0,1:38:5,0
4,0.14642901802958944,-0.21015679800716208,0.0876654646278183,-0.6383159314465091,-0.24874462134769162,0.3858718165706449,-0.6577935144802719,セフティバレンチノ,6,0,1:38:3,0
5,0.14642901802958944,-1.4523635761041052,-1.0961403056448418,0.06317521248600623,-0.8647657196338896,-0.928950669521923,-0.6577935144802719,チビッコミーチャン,7,0,1:38:2,0
6,-1.1395792640972409,0.7686681322566453,1.0528257058108126,0.9803791294921781,0.6203089175778148,0.5859534992369052,0.043852900965351466,リュウノテラス,8,1,1:36:8,320
7,0.14642901802958944,-0.21015679800716208,0.0876654646278183,-0.037668078645366074,-0.24874462134769162,-1.5006126199969525,-1.3594399299258955,サンデーヒカル,9,0,1:37:0,0
0,-0.21959084980536853,0.4638472053575501,-1.1305751235909327,0.9603519884924303,0.6202913401231223,-0.02901341361202409,0.43857528995649325,ルリカラクサ,1,1,1:34:6,480
1,-0.3977234025710009,-0.5983440944258647,-1.6794248112500207,-0.8623549038962214,-1.178465032828301,0.10286573916990087,-0.0487305877729437,コマンドアゲン,2,0,1:36:2,0
2,-0.3977234025710009,0.3292052616485313,1.0884809411686756,0.19244456185328992,0.35051293512104237,-0.9785433136418838,-0.29238352663766215,セカンドインパクト,3,0,1:35:1,0
3,-0.04107969437711144,-0.510868404228239,-0.07992000721498846,-1.4057013026907696,-1.1699811670615563,2.1601805225679303,0.9258811676859302,アッシュバーナム,4,0,1:35:4,0
4,-0.9298614513190542,-0.42320560025480036,0.5301378022936903,0.8955995354002037,0.24965094051369172,0.18199323083905583,-1.5106482209612546,アップルクラウン,5,0,1:35:1,0
5,0.13781127202013121,1.8837383413928122,-0.5793749019375937,0.9603519884924303,1.4478117401485748,-1.4533082636568138,0.1949223510917748,ハルカカナタ,6,1,1:34:8,200
6,1.5827589061816076,-1.8036873587261644,0.5301378022936903,-1.1654730721496969,-1.1601439194404937,-0.6884091775216489,1.4131870454153672,トーラスクイーン,7,0,1:35:3,0
7,-0.04107969437711144,0.8409777918156782,1.6492359294556778,1.2207679344789981,1.4199058542300806,0.05011407805713088,0.6822282288212117,ケントマンボ,8,0,1:34:9,0
8,1.7651234035113466,-0.510868404228239,-0.30288861712111514,-0.8623549038962214,-0.44183500255335784,0.8413889947486807,-1.754301159825973,トモノブラック,9,0,1:35:2,0
9,-1.4586350866925384,0.3292052616485313,-0.025809014096899917,0.06636817391555688,-0.13774768825289394,-0.18726839695033404,-0.0487305877729437,メイショウマゴサン,10,1,1:34:6,420
0,1.6414743354903323,-0.20545910550947252,-0.621521367983117,-0.2739418135540814,0.039380715258308885,-0.19834282218297494,-1.2128481688716004,モズミステイク,1,0,1:34:9,0
1,-0.795926698939956,-0.6618177024354976,-0.3885325623804485,0.06689743918219279,-0.5056800444593612,0.44930720943490543,0.27227203790995114,インナーパワー,2,0,1:35:6,0
2,-1.299612447294827,-0.7298395206209733,-0.21248133159448548,-0.5620321343192701,-0.9606463851357715,1.7850853996467837,-1.955408272262376,ベニバナオンリー,3,0,1:35:2,0
3,0.40450635870236723,0.6760424543762472,0.4428310684455658,-0.5620321343192701,0.12000552053456413,0.570741590363258,0.7673121068371349,トリコロールライト,4,1,1:33:0,180
4,-1.299612447294827,-0.20545910550947252,2.495156492396974,2.360682702128909,2.1070378279180972,0.32787282850655286,0.024752003446359184,ベティバローズ,5,0,1:36:5,0
5,1.2842300280320837,-1.0775629941810505,0.09652987896871276,0.9109201556015688,0.8157948399180267,-0.8055147268247378,0.519792072373543,シホノキラメキ,6,1,1:33:0,130
6,0.057868972578423404,0.49898304525386633,0.09652987896871276,0.3135364876141388,0.3263255435489164,-0.4412115840396801,1.5098722102279105,ソリティアリング,7,0,1:36:0,0
7,-0.5416853211989276,-1.2508692621534976,-1.3087527767439928,-0.9404558607481213,-1.540444792681873,0.44930720943490543,0.024752003446359184,サクライーグル,8,0,1:36:0,0
8,0.40450635870236723,1.7464645221073227,-0.09448419050260981,-0.5142738458501771,0.0638727488160414,-2.0198585361082633,0.519792072373543,ホクザンマロン,9,0,1:34:7,0
9,0.14425086122296352,1.2095176686724889,-0.5052750895753966,-0.7993009957358681,-0.46564597371707256,-0.1173865682307399,-0.4702880654808246,ラヴビーズ,10,1,1:34:5,300
0,0.43707013690951535,0.2690066620616545,0.2857516480916905,0.26436338262889436,0.2816381456937802,-0.15615064260638467,0.24555603586428013,キングエイティ,1,0,1:34:9,0
1,0.10898995320562203,0.27639218406684757,0.3043394182527601,0.3907893846531881,0.3148180213014689,-1.173495738375251,-0.3001240438341202,ルナダイコク,2,0,1:34:7,0
2,-0.5367108971871533,0.2838093696176148,0.2673607822755474,0.34718559312106556,0.2793236886188648,0.9558312062572599,0.7912361155626805,スカイノメジャー,3,0,1:35:3,0
3,1.9237379074013339,0.36365390815342247,0.2894533490150253,0.2985926150320069,0.35905104616797,-0.061513889511606405,1.8825962749594813,イクシア,4,1,1:33:9,120
4,-1.3558846280366115,0.294994963956272,0.26370596259272056,0.3039492891689276,0.2540689182448513,-1.4574059976595857,0.24555603586428013,エイシンエレナ,5,0,1:35:0,0
5,-0.9805961758801645,-2.8436418888665367,-2.840403535396184,-2.8428703699520947,-2.842862001439581,0.24605555804642296,-1.9371642829293212,クリノダイヤモンド,6,0,1:35:1,0
6,0.17432377043353953,0.3871464828787172,0.3155879141805224,0.3673584158179076,0.3565542010977563,1.9731763020261261,-0.3001240438341202,ジェントルダンディ,7,1,1:34:3,260
7,-1.0434737985280857,0.302492204989294,0.33830379568653296,0.23089449051756103,0.273920980668647,-0.08517307778530098,-0.8458041235325205,ゼットイーリス,8,0,1:34:5,0
8,0.43707013690951535,0.36365390815342247,0.4827377141870988,0.3357879098436264,0.4082972098222855,0.4116698759622849,0.24555603586428013,メイショウレイロウ,9,0,1:34:9,0
9,0.8354735947725389,0.302492204989294,0.29316295111428975,0.3039492891689276,0.31518978982395446,-0.6529935963539706,-0.027284003984920042,ユメチョキン,10,1,1:34:5,290
0,-0.09531198198752683,-0.12243058515210607,0.03506654967518005,-0.3770365685008287,-0.21642600921276897,0.25626835849037055,-0.3444680713227138,マイネルカサドール,1,0,1:34:1,0
1,0.3423835792916693,-0.14484232815127662,-0.31217403589270837,-0.6068955884934842,-0.3711710713127262,0.8103621065776601,-0.45558680400746016,ナチュラルキラー,2,1,1:33:6,430
2,-1.878205206752154,-0.5494964444676822,1.130031862832575,0.3628306644447346,0.13340241398232433,0.8796238250885712,-0.011111873268474648,ラプズベスト,3,0,1:34:5,0
3,-0.25676991485892664,-0.6220425783957046,-1.0912394522309115,0.5038399091362267,-0.4501372059531551,-0.5748722636405635,0.5444817901552573,デンコウスティール,4,0,1:34:4,0
4,1.403438829666532,0.2315329962959987,-0.7235746231603027,-0.4180485701228192,-0.2956357985479005,0.6718386695558377,-0.5667055366922066,メイショウブルゴー,5,1,1:34:0,160
5,-0.40575470270164343,-0.2913060972647585,0.002521764951337515,-1.2876993111855681,-0.5438202296640056,-1.3367511672605865,-1.0111804674311922,スナークエンジェル,6,0,1:34:6,0
6,1.403438829666532,-1.0939211175741739,-0.15952734889807463,0.2334493597916846,-0.2496870398895344,1.225932417643127,-0.23334933863796742,ララペイフォワード,7,0,1:35:5,0
7,-0.40575470270164343,-0.2191355443682596,-0.8042825090701226,-0.24808856534119017,-0.4855799054664398,-1.6137980413042312,-0.677824269376953,エオリアンスケール,8,0,1:34:9,0
8,-0.10746472962300324,0.193522815015182,-0.340015848609411,-0.5755925151869459,-0.3162429994858791,-0.7826574191732971,0.21112559210101814,グルタスマキシマス,9,0,1:34:1,0
9,-0.10746472962300324,2.6181188840627727,2.263193640402441,2.41324118545816,2.795297845550074,0.46405351402310413,2.5446189784806923,ハードカウント,10,1,1:32:6,100
0,-0.3710718953129386,0.7194008649837184,-1.0240951560680236,1.0641621455908754,-0.04860527086570717,-0.5858253839741012,-0.7070504178066654,レコパンヒュウガ,1,0,1:58:3,0
1,-0.3319091030043691,-0.4913384292325775,-0.2754994189083412,-0.32413559895512484,-0.49139489534245556,-1.3816636414483523,-0.47978421208309446,ガミラスビート,2,0,2:00:7,0
2,-0.6435881132943384,-1.142917740792191,0.5691446192354491,0.46154938834288844,-0.2981852559563206,0.11053309131586851,2.2474102565997582,ジュウワンマックス,3,1,1:58:2,130
3,-0.5530636948645339,-0.7004475086132941,-0.39412418878492766,0.38363184629350333,-0.45904168158416064,0.6079320022372754,0.8838130222583318,ウィナーズヒロイン,4,0,1:59:4,0
4,-1.0439302343418697,-1.3879294134265998,-0.7470110960253319,-1.3412879476562862,-1.3423947639675893,-0.5858253839741012,-0.2525180063595234,マールム,5,0,2:00:5,0
5,1.8058376982257012,1.5619641798899953,1.2341090559586971,1.3949195236292524,1.576843764394553,0.5581921111451348,-0.025251800635952337,アイオブザタイガー,6,1,1:55:9,100
6,1.5068609533351487,0.8647920997500811,-0.33481180384663445,0.029748123669189247,1.480814728331642,0.35923254677657196,-0.9343166235302365,ジンギ,7,1,1:55:9,100
7,-0.5983650243985525,0.0018348677783334118,-0.9286253321241764,-1.215994233185303,-0.8753085431731943,1.9011691706329334,-0.025251800635952337,ベストプレゼント,8,0,1:59:2,0
8,0.22922941365574606,0.5746410796625965,1.566101516716641,-0.4228451240598424,0.4572719181631622,-0.9837445127112268,-0.7070504178066654,パッションアイコ,9,0,1:59:2,0
0,-0.07312580357505262,-0.5723698318692625,-0.9569603513308345,,,1.1865330898325528,0.3803194146278324,テルタイザン,1,0,1:33:9,0
1,-0.9923277292155903,-0.8903564766144269,-0.5682766566571482,,,-0.5739017615510573,1.3311179511974136,ヴァンドデセール,2,0,1:35:0,0
2,1.2207484113077194,0.4340401273319753,-0.05982098066791323,,,-0.18660609424666308,-1.204344812988136,ヤマノミラクル,3,0,1:33:5,0
3,1.1213816492994175,1.04897809880166,0.5169644609173232,,,-0.2570234883020075,-0.8874119674649423,アイスミディ,4,1,1:33:0,110
4,-0.30588191818659977,-1.7283661046016345,-0.6799274839756693,,,0.13027217900238675,-1.204344812988136,サミシガリヤノユメ,5,0,1:33:9,0
5,0.22065322095495285,1.6754694862494093,1.1105853152356293,,,-2.087875733740962,1.01418510567422,ローザーブルー,6,1,1:33:2,160
6,0.27979097042155915,-0.14516868513283687,-0.5682766566571482,,,0.23589827008540337,1.01418510567422,リリーコサージュ,7,1,1:33:2,230
7,0.0440055097650689,-0.03778859233208711,-0.05982098066791932,,,0.7992374225281587,-0.8874119674649423,ココホレワンワン,8,0,1:33:9,0
8,-2.152570377204808,-0.5048891657545752,-0.8948871519170084,,,-0.5739017615510573,-0.253546276418555,ニシノクラレット,9,0,1:34:0,0
9,0.6373260664333843,0.7204511439217206,2.1604204857206826,,,1.3273678779432416,0.6972522601510261,アンテレクテュエル,10,0,1:34:0,0
0,-1.9363356640707137,0.509357269179998,0.33183038654566926,-0.6732050252312752,-0.8602984762605992,-1.1740132699629289,-0.4801969078019949,フラン,1,0,1:35:5,0
1,0.3664035312575645,-1.1774110658161487,-1.3093323078873271,0.5490897733154815,-0.6646862490019003,0.14140776080786022,1.2889495946264073,リウォード,2,0,1:33:1,0
2,0.9270829032028852,-0.8256773611159931,1.21942022012548,0.7068974875031032,0.9747289822003807,-1.4699830018863564,-1.2384025516998818,ウインエスキース,3,1,1:33:0,110
3,-1.0022045432486086,-0.4446988291585363,-1.4350669334693418,-1.6286359909027952,-1.9737150754802781,1.4568287915786493,-0.4801969078019949,オレハツライヨ,4,1,1:32:8,360
4,0.7575964917488267,1.7982807397830567,0.9387102242073594,0.17366625719997753,1.4622458027946177,0.6675761731161759,-0.4801969078019949,ウインフラクタル,5,1,1:32:1,110
5,-1.0885947758757522,-0.884555861509421,0.6058858073079156,1.7905070111695507,0.16145128962046332,0.8648893277317943,1.2889495946264073,スズハヤトウー,6,0,1:33:0,0
6,-0.01891314012761033,-0.4446988291585363,0.7163438744996692,0.5058358767369842,0.7706745786195325,0.6018051215776364,-0.227461693169366,ディナミック,7,0,1:33:3,0
7,0.5892142262977305,0.8083432934688973,0.114710053196888,-0.41517007160441644,0.41616900106123933,-0.023019868038488437,-0.9856673370672527,ウインロード,8,0,1:33:3,0
8,0.98382561863499,-0.5169912336217609,0.16881466212674753,-1.1826515753865456,-0.14177770352974553,-1.3055553730400078,1.5416848092590363,メイクアラッシュ,9,0,1:33:6,0
9,0.4219253521807182,0.733353048789916,-1.3513159866530957,0.17366625719997753,-0.14479215002376633,0.2400643381156694,-0.227461693169366,シップオブテセウス,10,0,1:33:2,0
0,-0.4733716276988482,0.4506423642911658,-0.17599916082905118,0.1089688139089286,-0.008234810681742375,1.2754161516602633,-1.284523257866513,メイショウミツタダ,1,0,1:21:2,0
1,-2.1404126422310457,-2.1829093590196464,-0.005754203723063928,-0.1556495103304374,-1.128070470248239,0.1758340713939397,-0.42817441928883765,ナイキフェイム,2,0,1:21:5,0
2,-0.9843966070289507,-0.931211526748437,-0.08109182680504746,0.3979919901861862,-0.30349196390543054,0.53245528661545,-0.21408720964441882,エクストレミティー,3,0,1:21:7,0
3,0.16701607910315502,1.2949431456971017,-0.17651497417370993,0.790778189877038,0.7030407813649281,-1.6964273085189896,-1.284523257866513,スターレーン,4,0,1:20:3,0
4,0.7169337362942261,0.7092864786454822,-0.12205049088237402,-0.7751294595571508,-0.11355933523965367,-0.2699424476329482,0.8563488385776753,エイシンヒート,5,1,1:20:1,230
5,0.22470179713650174,-0.0013009367604639869,0.2685989210986775,-1.1372665604969645,-0.38437370069351956,0.26498937519931726,1.9267848867997694,ヨウチエンコース,6,1,1:20:0,330
6,0.47019468831136346,-1.0400450398750458,2.8245622166318425,2.293817592228115,2.4906350218726185,-0.4482530552437034,-1.284523257866513,タガノグロリオーサ,7,0,1:20:6,0
